"","X","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","assign","date"
"2594",2594,0,0,0,0,0,0,0,0,0,0,"after",2022-02-16
"2595",2595,0,2,1,0,0,0,0,0,1,1,"after",2022-02-15
"2596",2596,0,0,0,0,0,0,0,0,1,0,"after",2022-02-15
"2597",2597,0,0,0,0,0,0,0,1,0,0,"after",2022-02-15
"2598",2598,1,1,1,1,0,1,1,2,1,1,"after",2022-02-15
"2599",2599,0,3,0,0,2,1,0,4,1,5,"after",2022-02-15
"2600",2600,0,0,0,0,1,0,0,2,0,8,"after",2022-02-15
"2601",2601,0,1,0,0,0,0,0,0,0,0,"after",2022-02-15
"2602",2602,0,1,1,1,0,3,0,0,3,1,"after",2022-02-15
"2603",2603,0,1,0,2,1,0,1,1,1,1,"after",2022-02-15
"2604",2604,1,0,0,0,0,0,0,1,1,1,"after",2022-02-15
"2605",2605,0,0,0,0,0,0,0,1,0,2,"after",2022-02-15
"2606",2606,0,0,0,0,0,0,0,0,0,1,"after",2022-02-15
"2607",2607,0,2,0,0,1,0,0,0,0,2,"after",2022-02-15
"2608",2608,0,0,0,0,1,0,0,2,0,1,"after",2022-02-15
"2609",2609,0,0,0,0,0,0,0,0,0,0,"after",2022-02-15
"2610",2610,0,1,0,0,1,0,1,1,0,1,"after",2022-02-15
"2611",2611,0,0,0,0,0,0,0,1,0,0,"after",2022-02-15
"2612",2612,0,0,0,0,0,0,0,1,0,0,"after",2022-02-15
"2613",2613,0,0,0,1,0,1,0,1,1,1,"after",2022-02-15
"2614",2614,0,1,0,0,0,0,0,1,0,2,"after",2022-02-15
"2615",2615,0,0,0,1,0,0,0,0,0,1,"after",2022-02-15
"2616",2616,1,2,0,1,1,1,1,2,1,3,"after",2022-02-15
"2617",2617,0,1,0,0,1,0,0,1,0,2,"after",2022-02-15
"2618",2618,0,0,0,0,1,0,0,1,1,1,"after",2022-02-15
"2619",2619,2,0,0,1,0,0,0,1,2,1,"after",2022-02-15
"2620",2620,0,0,0,0,0,0,0,0,1,0,"after",2022-02-15
"2621",2621,0,0,0,0,1,0,0,1,0,2,"after",2022-02-15
"2622",2622,1,1,1,1,0,0,0,2,1,4,"after",2022-02-15
"2623",2623,0,0,0,0,0,0,0,0,0,0,"after",2022-02-15
"2624",2624,0,1,0,0,0,1,0,2,1,1,"after",2022-02-15
"2625",2625,0,0,0,0,0,0,0,0,0,0,"after",2022-02-15
"2626",2626,0,1,0,0,0,0,0,1,0,2,"after",2022-02-15
"2627",2627,0,0,0,0,0,0,0,0,0,0,"after",2022-02-15
"2628",2628,0,0,0,0,0,0,0,1,0,1,"after",2022-02-15
"2629",2629,0,1,0,0,1,0,1,0,0,1,"after",2022-02-15
"2630",2630,0,0,0,0,0,0,0,0,0,0,"after",2022-02-15
"2631",2631,0,0,0,0,0,0,0,0,0,0,"after",2022-02-15
"2632",2632,0,1,0,0,1,0,1,1,0,1,"after",2022-02-15
"2633",2633,3,1,3,1,0,2,0,0,4,1,"after",2022-02-15
"2634",2634,1,1,0,0,1,1,1,1,1,1,"after",2022-02-15
"2635",2635,4,0,1,1,0,0,0,1,5,2,"after",2022-02-15
"2636",2636,1,1,0,0,1,1,1,1,1,1,"after",2022-02-15
"2637",2637,0,0,0,0,0,0,0,1,0,1,"after",2022-02-15
"2638",2638,0,0,0,0,1,0,0,0,0,2,"after",2022-02-15
"2639",2639,0,1,0,0,1,0,1,1,0,1,"after",2022-02-15
"2640",2640,0,1,0,0,0,0,0,1,0,2,"after",2022-02-15
"2641",2641,1,0,1,2,0,1,0,0,1,1,"after",2022-02-15
"2642",2642,1,2,1,1,1,3,1,1,3,2,"after",2022-02-15
"2643",2643,0,0,0,0,0,0,0,3,0,3,"after",2022-02-15
"2644",2644,1,0,0,0,0,0,1,1,2,0,"after",2022-02-14
"2645",2645,0,0,0,1,0,0,0,1,0,1,"after",2022-02-14
"2646",2646,0,0,0,0,0,0,0,2,1,2,"after",2022-02-14
"2647",2647,0,0,0,0,0,0,0,1,0,3,"after",2022-02-14
"2648",2648,1,2,0,0,1,2,0,1,2,2,"after",2022-02-14
"2649",2649,0,2,0,0,1,0,0,2,0,1,"after",2022-02-14
"2650",2650,0,0,0,0,0,0,0,0,0,0,"after",2022-02-14
"2651",2651,0,1,0,1,0,0,0,1,1,1,"after",2022-02-14
"2652",2652,2,2,1,1,1,0,2,2,2,2,"after",2022-02-14
"2653",2653,0,0,0,0,0,0,0,0,0,0,"after",2022-02-14
"2654",2654,0,1,1,1,1,1,0,1,1,1,"after",2022-02-14
"2655",2655,0,0,0,0,0,0,0,0,0,0,"after",2022-02-14
"2656",2656,0,0,0,0,0,0,0,0,0,0,"after",2022-02-14
"2657",2657,1,0,0,1,0,1,0,0,2,1,"after",2022-02-14
"2658",2658,0,1,0,0,0,0,1,1,2,2,"after",2022-02-14
"2659",2659,1,1,0,2,0,1,0,0,2,0,"after",2022-02-14
"2660",2660,0,1,0,1,1,0,0,1,0,2,"after",2022-02-14
"2661",2661,1,0,0,0,0,0,0,0,1,0,"after",2022-02-14
"2662",2662,0,1,0,1,0,1,0,1,1,3,"after",2022-02-14
"2663",2663,1,1,1,0,1,1,0,3,1,5,"after",2022-02-14
"2664",2664,2,1,0,2,1,1,0,2,2,2,"after",2022-02-14
"2665",2665,0,1,0,0,0,0,0,1,1,0,"after",2022-02-14
"2666",2666,0,0,0,0,0,0,0,1,0,0,"after",2022-02-14
"2667",2667,0,0,0,0,1,0,0,1,0,2,"after",2022-02-14
"2668",2668,0,0,0,0,0,0,0,0,0,0,"after",2022-02-14
"2669",2669,0,0,0,0,0,0,0,0,0,0,"after",2022-02-14
"2670",2670,0,1,0,0,1,0,0,1,0,1,"after",2022-02-14
"2671",2671,1,1,1,0,0,0,0,4,2,2,"after",2022-02-14
"2672",2672,0,2,0,0,1,0,1,3,1,2,"after",2022-02-14
"2673",2673,0,1,0,0,0,0,0,1,0,1,"after",2022-02-14
"2674",2674,0,1,0,0,1,0,1,1,0,2,"after",2022-02-14
"2675",2675,0,1,0,0,0,0,0,0,0,0,"after",2022-02-14
"2676",2676,0,0,0,0,0,0,0,3,1,3,"after",2022-02-14
"2677",2677,0,1,0,0,1,0,1,1,0,2,"after",2022-02-14
"2678",2678,0,1,0,0,1,0,1,1,0,2,"after",2022-02-14
"2679",2679,0,0,0,0,0,0,0,1,0,1,"after",2022-02-14
"2680",2680,0,0,0,1,0,0,1,0,2,1,"after",2022-02-14
"2681",2681,0,1,0,0,1,0,1,2,1,1,"after",2022-02-14
"2682",2682,0,1,0,0,1,0,0,1,0,1,"after",2022-02-13
"2683",2683,0,0,0,0,0,0,0,0,0,0,"after",2022-02-13
"2684",2684,0,1,0,0,1,0,0,1,0,2,"after",2022-02-13
"2685",2685,0,0,0,0,0,0,0,1,0,1,"after",2022-02-13
"2686",2686,0,0,0,0,0,0,0,0,0,0,"after",2022-02-13
"2687",2687,0,0,0,0,0,0,0,1,0,1,"after",2022-02-13
"2688",2688,0,0,0,0,0,0,0,1,0,1,"after",2022-02-13
"2689",2689,0,0,0,0,0,0,0,1,0,1,"after",2022-02-13
"2690",2690,0,0,0,0,0,0,0,1,0,1,"after",2022-02-13
"2691",2691,0,0,0,0,0,0,0,1,0,1,"after",2022-02-13
"2692",2692,0,0,0,0,1,0,0,1,0,1,"after",2022-02-13
"2693",2693,1,0,1,1,1,1,0,2,2,3,"after",2022-02-13
"2694",2694,2,1,0,1,2,1,1,2,3,3,"after",2022-02-13
"2695",2695,0,1,1,1,1,1,0,1,4,3,"after",2022-02-13
"2696",2696,0,0,0,2,0,2,0,2,2,2,"after",2022-02-13
"2697",2697,0,0,0,0,0,0,0,0,0,1,"after",2022-02-13
"2698",2698,0,1,1,0,1,0,1,0,2,1,"after",2022-02-13
"2699",2699,0,0,0,0,0,0,0,0,0,2,"after",2022-02-13
"2700",2700,0,0,0,0,0,0,0,1,0,1,"after",2022-02-13
"2701",2701,0,0,0,0,0,0,0,0,0,2,"after",2022-02-13
"2702",2702,0,2,0,0,2,0,2,2,0,2,"after",2022-02-13
"2703",2703,0,0,0,0,0,0,0,0,0,0,"after",2022-02-13
"2704",2704,0,1,1,0,1,0,1,1,0,1,"after",2022-02-13
"2705",2705,0,1,0,0,0,0,0,0,0,0,"after",2022-02-13
"2706",2706,0,1,0,0,1,0,1,1,1,1,"after",2022-02-13
"2707",2707,2,0,0,1,0,1,0,0,3,0,"after",2022-02-13
"2708",2708,2,2,0,1,1,1,1,2,2,3,"after",2022-02-13
"2709",2709,1,1,1,1,4,1,0,2,1,5,"after",2022-02-13
"2710",2710,0,1,0,0,1,0,1,1,0,1,"after",2022-02-13
"2711",2711,0,0,0,0,0,0,0,0,0,0,"after",2022-02-13
"2712",2712,0,0,0,0,0,0,0,1,1,0,"after",2022-02-13
"2713",2713,0,0,0,0,1,0,0,1,0,2,"after",2022-02-13
"2714",2714,2,4,0,0,1,1,1,2,2,2,"after",2022-02-13
"2715",2715,0,0,0,0,0,0,0,0,0,0,"after",2022-02-13
"2716",2716,1,1,1,1,1,0,0,1,1,1,"after",2022-02-13
"2717",2717,0,0,0,0,0,0,0,2,0,2,"after",2022-02-13
"2718",2718,1,1,1,1,1,1,1,1,1,2,"after",2022-02-13
"2719",2719,0,0,0,0,0,0,0,0,0,0,"after",2022-02-13
"2720",2720,1,0,0,0,0,0,0,0,1,0,"after",2022-02-13
"2721",2721,0,1,0,0,1,0,0,1,0,1,"after",2022-02-13
"2722",2722,0,0,0,0,0,0,0,0,0,0,"after",2022-02-13
"2723",2723,0,0,0,0,1,0,0,0,0,2,"after",2022-02-13
"2724",2724,0,2,0,0,2,0,2,1,0,2,"after",2022-02-13
"2725",2725,1,1,0,0,0,0,1,0,0,1,"after",2022-02-13
"2726",2726,0,0,0,2,0,0,0,0,1,1,"after",2022-02-13
"2727",2727,0,0,0,0,0,0,0,0,0,0,"after",2022-02-13
"2728",2728,0,0,0,0,0,0,0,1,0,1,"after",2022-02-13
"2729",2729,2,0,2,2,0,2,0,0,3,0,"after",2022-02-13
"2730",2730,0,0,0,0,1,0,0,0,0,2,"after",2022-02-13
"2731",2731,0,0,0,0,1,0,0,0,0,2,"after",2022-02-13
"2732",2732,0,0,0,0,0,0,0,0,0,0,"after",2022-02-13
"2733",2733,1,0,0,0,0,0,0,4,0,1,"after",2022-02-12
"2734",2734,2,3,0,1,3,1,2,3,2,4,"after",2022-02-12
"2735",2735,1,0,0,1,0,1,0,1,1,2,"after",2022-02-12
"2736",2736,0,0,0,0,0,0,0,0,0,0,"after",2022-02-12
"2737",2737,1,0,1,1,0,2,0,1,4,2,"after",2022-02-12
"2738",2738,0,1,0,0,2,0,0,2,0,3,"after",2022-02-12
"2739",2739,0,0,1,1,0,1,0,1,1,4,"after",2022-02-12
"2740",2740,0,0,0,0,0,0,0,0,0,1,"after",2022-02-12
"2741",2741,1,2,1,1,2,1,1,4,1,2,"after",2022-02-12
"2742",2742,0,1,0,0,1,0,0,0,0,3,"after",2022-02-12
"2743",2743,0,0,0,0,0,0,0,0,1,1,"after",2022-02-12
"2744",2744,0,0,0,0,0,0,0,0,0,0,"after",2022-02-12
"2745",2745,0,0,0,0,0,1,0,2,1,2,"after",2022-02-12
"2746",2746,0,1,0,1,0,0,0,0,0,0,"after",2022-02-12
"2747",2747,1,1,0,2,0,0,0,2,3,2,"after",2022-02-12
"2748",2748,0,0,0,0,0,0,0,0,0,1,"after",2022-02-12
"2749",2749,0,0,0,2,1,0,0,2,0,3,"after",2022-02-12
"2750",2750,1,0,1,1,0,1,0,0,1,0,"after",2022-02-12
"2751",2751,0,0,0,0,0,0,0,0,0,0,"after",2022-02-12
"2752",2752,0,1,0,0,1,0,0,1,1,1,"after",2022-02-12
"2753",2753,0,1,0,0,0,0,0,1,1,1,"after",2022-02-12
"2754",2754,1,1,0,1,0,1,0,0,1,0,"after",2022-02-12
"2755",2755,0,1,0,0,0,0,0,2,0,0,"after",2022-02-12
"2756",2756,1,1,0,1,0,1,0,0,1,0,"after",2022-02-12
"2757",2757,0,1,0,0,2,0,0,3,0,4,"after",2022-02-12
"2758",2758,2,1,1,1,2,1,1,2,1,3,"after",2022-02-12
"2759",2759,1,1,0,0,1,1,1,2,1,1,"after",2022-02-11
"2760",2760,2,2,0,1,2,1,2,1,1,2,"after",2022-02-11
"2761",2761,0,0,0,0,0,0,0,0,0,0,"after",2022-02-11
"2762",2762,0,0,0,0,0,0,0,0,1,0,"after",2022-02-11
"2763",2763,1,2,0,2,0,0,0,1,1,2,"after",2022-02-11
"2764",2764,0,0,0,0,0,1,0,0,1,0,"after",2022-02-11
"2765",2765,0,0,0,0,0,0,0,0,0,0,"after",2022-02-11
"2766",2766,1,1,1,1,0,2,0,2,2,1,"after",2022-02-11
"2767",2767,2,1,1,2,1,1,1,1,2,3,"after",2022-02-11
"2768",2768,0,3,0,1,2,0,1,3,1,5,"after",2022-02-11
"2769",2769,0,2,0,0,1,0,1,1,1,1,"after",2022-02-11
"2770",2770,1,0,1,0,0,0,0,0,2,1,"after",2022-02-11
"2771",2771,0,0,0,0,0,1,0,1,1,0,"after",2022-02-11
"2772",2772,1,1,0,0,1,1,1,1,1,1,"after",2022-02-11
"2773",2773,0,0,0,0,0,0,0,0,0,1,"after",2022-02-11
"2774",2774,1,0,0,1,1,1,0,2,2,2,"after",2022-02-11
"2775",2775,1,1,1,1,0,1,0,1,1,1,"after",2022-02-11
"2776",2776,0,1,0,0,1,0,0,1,0,1,"after",2022-02-11
"2777",2777,0,1,0,0,1,0,1,2,0,2,"after",2022-02-11
"2778",2778,0,0,0,0,0,0,1,2,1,3,"after",2022-02-11
"2779",2779,3,2,1,3,1,0,1,4,3,2,"after",2022-02-11
"2780",2780,1,2,1,0,3,2,1,3,2,4,"after",2022-02-11
"2781",2781,0,0,0,0,1,0,0,2,1,2,"after",2022-02-11
"2782",2782,0,1,0,0,0,0,1,0,0,0,"after",2022-02-11
"2783",2783,2,1,1,4,0,4,0,1,4,0,"after",2022-02-11
"2784",2784,2,0,1,1,0,1,1,1,1,4,"after",2022-02-11
"2785",2785,0,0,0,0,0,0,0,0,2,0,"after",2022-02-11
"2786",2786,0,0,0,0,0,0,0,0,0,0,"after",2022-02-11
"2787",2787,0,2,0,0,0,1,0,0,2,1,"after",2022-02-11
"2788",2788,0,0,0,0,0,0,0,0,0,0,"after",2022-02-11
"2789",2789,0,0,1,1,1,1,0,2,2,2,"after",2022-02-11
"2790",2790,0,2,0,1,2,0,2,2,1,3,"after",2022-02-11
"2791",2791,1,0,0,0,0,0,1,0,0,0,"after",2022-02-11
"2792",2792,1,0,1,2,0,2,0,1,3,1,"after",2022-02-11
"2793",2793,0,1,0,0,1,0,1,1,0,1,"after",2022-02-11
"2794",2794,4,0,0,2,0,4,0,3,6,2,"after",2022-02-11
"2795",2795,2,2,1,0,1,2,2,2,2,3,"after",2022-02-11
"2796",2796,1,3,0,2,3,1,1,2,3,4,"after",2022-02-10
"2797",2797,0,1,0,0,1,1,1,1,2,3,"after",2022-02-10
"2798",2798,1,0,1,1,0,2,1,0,3,0,"after",2022-02-10
"2799",2799,0,0,0,0,0,1,0,0,1,0,"after",2022-02-10
"2800",2800,1,1,0,1,2,2,1,2,3,3,"after",2022-02-10
"2801",2801,0,0,0,0,0,0,0,0,0,1,"after",2022-02-10
"2802",2802,0,2,1,1,1,1,2,2,1,2,"after",2022-02-10
"2803",2803,1,1,0,1,1,1,1,1,1,1,"after",2022-02-10
"2804",2804,0,1,0,0,0,1,0,1,1,3,"after",2022-02-10
"2805",2805,0,0,0,0,1,0,0,1,0,2,"after",2022-02-10
"2806",2806,0,2,0,0,2,0,1,1,1,3,"after",2022-02-10
"2807",2807,0,1,0,1,1,0,0,1,1,1,"after",2022-02-10
"2808",2808,1,1,0,0,1,0,1,3,2,3,"after",2022-02-10
"2809",2809,0,0,0,0,0,0,0,0,0,0,"after",2022-02-10
"2810",2810,0,0,0,0,0,0,0,0,0,1,"after",2022-02-10
"2811",2811,0,1,1,1,1,0,0,2,1,2,"after",2022-02-10
"2812",2812,0,0,1,0,0,0,0,0,1,2,"after",2022-02-10
"2813",2813,1,2,0,0,0,0,0,1,1,0,"after",2022-02-10
"2814",2814,1,1,1,1,1,1,1,1,2,2,"after",2022-02-10
"2815",2815,1,0,0,1,0,1,0,1,1,3,"after",2022-02-10
"2816",2816,0,1,0,0,1,0,0,1,0,1,"after",2022-02-10
"2817",2817,1,0,1,1,0,2,1,0,2,1,"after",2022-02-10
"2818",2818,0,0,0,2,0,1,0,0,3,0,"after",2022-02-10
"2819",2819,0,0,0,1,0,1,0,0,1,0,"after",2022-02-10
"2820",2820,0,0,0,0,0,0,0,0,0,0,"after",2022-02-10
"2821",2821,2,1,0,0,1,2,1,4,3,4,"after",2022-02-10
"2822",2822,0,0,0,0,0,0,0,2,0,1,"after",2022-02-10
"2823",2823,0,0,0,0,0,0,0,1,1,1,"after",2022-02-10
"2824",2824,0,0,0,1,0,0,0,1,0,2,"after",2022-02-10
"2825",2825,0,0,0,0,0,0,0,0,0,1,"after",2022-02-10
"2826",2826,0,0,0,1,0,1,0,2,3,3,"after",2022-02-10
"2827",2827,0,1,0,0,0,1,0,2,2,1,"after",2022-02-10
"2828",2828,0,0,0,0,1,0,0,1,1,3,"after",2022-02-10
"2829",2829,0,0,0,0,0,0,0,0,0,0,"after",2022-02-10
"2830",2830,0,0,0,0,0,0,0,0,1,0,"after",2022-02-10
"2831",2831,0,0,0,0,0,0,0,0,0,0,"after",2022-02-10
"2832",2832,1,0,0,0,0,0,0,0,1,0,"after",2022-02-10
"2833",2833,0,2,0,1,0,1,0,0,1,2,"after",2022-02-10
"2834",2834,0,0,0,0,1,0,0,0,0,1,"after",2022-02-10
"2835",2835,0,0,0,0,0,0,0,0,0,2,"after",2022-02-10
"2836",2836,1,1,1,1,0,1,0,2,1,1,"after",2022-02-10
"2837",2837,0,0,0,0,1,0,0,1,0,1,"after",2022-02-10
"2838",2838,0,0,1,0,0,1,0,1,2,2,"after",2022-02-10
"2839",2839,1,0,1,0,0,1,0,2,2,2,"after",2022-02-10
"2840",2840,0,2,0,0,1,0,0,3,0,3,"after",2022-02-10
"2841",2841,0,0,0,0,0,0,0,1,0,1,"after",2022-02-10
"2842",2842,3,0,2,2,0,4,1,0,4,0,"after",2022-02-10
"2843",2843,1,1,0,1,2,2,1,2,3,3,"after",2022-02-10
"2844",2844,0,1,0,0,1,1,0,1,1,1,"after",2022-02-10
"2845",2845,0,0,0,0,0,0,0,0,0,0,"after",2022-02-10
"2846",2846,1,3,0,1,0,1,0,1,3,2,"after",2022-02-10
"2847",2847,0,0,0,0,0,0,0,2,0,2,"after",2022-02-10
"2848",2848,0,2,0,0,3,1,1,3,1,3,"after",2022-02-10
"2849",2849,0,0,0,0,0,0,0,0,0,1,"after",2022-02-10
"2850",2850,0,0,0,1,0,0,0,0,1,0,"after",2022-02-10
"2851",2851,0,0,0,0,0,0,0,0,0,0,"after",2022-02-10
"2852",2852,1,1,0,0,1,0,1,1,1,1,"after",2022-02-09
"2853",2853,0,1,0,1,2,0,0,2,0,2,"after",2022-02-09
"2854",2854,0,0,0,0,0,0,0,0,0,0,"after",2022-02-09
"2855",2855,0,1,0,0,1,0,1,1,0,2,"after",2022-02-09
"2856",2856,0,1,1,0,1,1,1,2,0,1,"after",2022-02-09
"2857",2857,0,0,0,0,0,1,0,1,2,1,"after",2022-02-09
"2858",2858,0,0,0,0,0,0,0,0,0,0,"after",2022-02-09
"2859",2859,0,1,0,0,0,0,0,0,0,0,"after",2022-02-09
"2860",2860,2,2,0,2,1,2,1,2,3,3,"after",2022-02-09
"2861",2861,0,2,0,0,3,0,0,3,0,4,"after",2022-02-09
"2862",2862,1,1,0,1,1,2,1,1,3,2,"after",2022-02-09
"2863",2863,0,0,1,0,1,0,0,1,1,1,"after",2022-02-09
"2864",2864,0,1,0,0,1,0,1,2,0,2,"after",2022-02-09
"2865",2865,1,1,0,1,2,2,1,2,3,3,"after",2022-02-09
"2866",2866,1,0,0,1,0,0,1,0,2,0,"after",2022-02-09
"2867",2867,0,0,0,0,0,0,0,1,0,1,"after",2022-02-09
"2868",2868,1,0,1,1,0,1,0,0,3,0,"after",2022-02-09
"2869",2869,2,1,1,2,0,2,1,0,2,2,"after",2022-02-09
"2870",2870,0,0,0,0,0,0,0,2,0,3,"after",2022-02-09
"2871",2871,0,1,0,1,0,0,0,1,0,1,"after",2022-02-09
"2872",2872,1,0,0,0,0,0,0,1,2,2,"after",2022-02-09
"2873",2873,0,0,2,1,0,1,0,1,3,3,"after",2022-02-09
"2874",2874,0,1,0,0,1,1,0,2,1,4,"after",2022-02-09
"2875",2875,3,0,2,2,0,4,1,0,4,0,"after",2022-02-09
"2876",2876,0,0,0,0,0,1,0,0,1,1,"after",2022-02-09
"2877",2877,0,1,0,0,1,0,1,1,0,1,"after",2022-02-09
"2878",2878,0,0,0,0,1,0,0,1,0,1,"after",2022-02-09
"2879",2879,0,1,0,0,1,0,1,2,0,3,"after",2022-02-09
"2880",2880,0,0,0,0,0,1,0,1,1,0,"after",2022-02-09
"2881",2881,0,0,0,0,1,1,0,3,1,3,"after",2022-02-09
"2882",2882,1,1,1,2,1,1,1,1,2,1,"after",2022-02-09
"2883",2883,1,0,0,1,0,2,0,0,2,2,"after",2022-02-09
"2884",2884,0,2,0,0,2,0,0,1,0,2,"after",2022-02-09
"2885",2885,0,1,1,0,1,1,1,2,0,2,"after",2022-02-09
"2886",2886,0,2,0,0,2,0,0,3,0,4,"after",2022-02-09
"2887",2887,0,1,0,0,0,0,0,0,1,0,"after",2022-02-09
"2888",2888,1,0,1,1,2,1,0,2,2,2,"after",2022-02-09
"2889",2889,0,0,0,2,1,0,0,1,1,4,"after",2022-02-09
"2890",2890,4,0,2,4,0,2,0,1,5,2,"after",2022-02-09
"2891",2891,0,0,0,1,0,0,0,0,0,0,"after",2022-02-09
"2892",2892,0,0,0,0,0,0,0,0,0,0,"after",2022-02-09
"2893",2893,0,0,0,0,0,0,0,0,1,0,"after",2022-02-09
"2894",2894,0,0,0,0,0,0,0,1,0,1,"after",2022-02-09
"2895",2895,0,0,0,0,0,0,0,1,0,0,"after",2022-02-09
"2896",2896,0,0,0,0,1,0,0,1,1,1,"after",2022-02-09
"2897",2897,0,0,0,0,0,0,0,0,0,0,"after",2022-02-09
"2898",2898,3,0,1,2,0,2,1,0,5,1,"after",2022-02-09
"2899",2899,2,1,1,1,1,1,1,1,2,3,"after",2022-02-09
"2900",2900,0,3,0,1,4,0,1,6,1,6,"after",2022-02-08
"2901",2901,0,1,0,0,0,0,0,1,0,3,"after",2022-02-08
"2902",2902,1,1,1,1,1,0,0,1,0,1,"after",2022-02-08
"2903",2903,1,0,0,0,0,0,0,2,0,1,"after",2022-02-08
"2904",2904,1,0,0,0,0,0,0,2,0,1,"after",2022-02-08
"2905",2905,0,1,0,0,1,1,1,1,2,2,"after",2022-02-08
"2906",2906,1,0,2,0,1,0,0,2,2,3,"after",2022-02-08
"2907",2907,0,1,0,0,1,0,0,1,0,1,"after",2022-02-08
"2908",2908,0,0,0,0,0,0,0,0,0,0,"after",2022-02-08
"2909",2909,1,0,0,0,1,0,0,2,1,1,"after",2022-02-08
"2910",2910,1,1,0,0,1,1,1,1,1,2,"after",2022-02-08
"2911",2911,0,1,0,0,1,0,0,1,1,2,"after",2022-02-08
"2912",2912,0,1,0,0,2,1,0,2,2,2,"after",2022-02-08
"2913",2913,1,1,0,0,0,0,1,0,0,0,"after",2022-02-08
"2914",2914,0,0,0,0,0,0,0,0,0,1,"after",2022-02-08
"2915",2915,1,1,0,2,1,0,0,1,0,2,"after",2022-02-08
"2916",2916,0,0,0,0,0,0,0,0,0,0,"after",2022-02-08
"2917",2917,0,0,0,0,0,0,0,2,1,2,"after",2022-02-08
"2918",2918,0,1,0,0,2,0,1,3,0,3,"after",2022-02-08
"2919",2919,0,1,0,1,2,0,0,2,0,3,"after",2022-02-08
"2920",2920,2,0,2,3,0,1,0,0,3,1,"after",2022-02-08
"2921",2921,0,0,0,0,0,0,0,0,0,1,"after",2022-02-08
"2922",2922,0,1,0,0,0,0,0,1,0,1,"after",2022-02-08
"2923",2923,0,0,0,1,0,1,0,0,2,2,"after",2022-02-08
"2924",2924,0,2,0,0,1,0,1,2,0,2,"after",2022-02-08
"2925",2925,0,1,0,0,1,0,0,0,0,1,"after",2022-02-08
"2926",2926,0,1,0,1,1,1,1,2,2,3,"after",2022-02-08
"2927",2927,1,0,1,2,0,2,1,0,2,0,"after",2022-02-08
"2928",2928,0,0,0,0,0,0,1,1,1,2,"after",2022-02-08
"2929",2929,0,0,0,0,1,0,0,3,0,2,"after",2022-02-08
"2930",2930,2,0,0,1,0,1,0,1,3,0,"after",2022-02-08
"2931",2931,0,0,0,0,0,0,0,0,0,0,"after",2022-02-08
"2932",2932,0,0,0,0,0,0,0,0,0,0,"after",2022-02-08
"2933",2933,0,0,0,0,0,0,0,1,0,0,"after",2022-02-08
"2934",2934,2,1,1,0,1,2,1,2,1,2,"after",2022-02-08
"2935",2935,0,0,0,0,0,0,0,0,0,0,"after",2022-02-08
"2936",2936,0,0,0,0,0,0,0,0,0,0,"after",2022-02-08
"2937",2937,0,0,0,0,0,0,0,0,0,1,"after",2022-02-08
"2938",2938,1,0,1,2,1,1,0,1,2,1,"after",2022-02-08
"2939",2939,1,0,1,1,0,1,1,0,1,0,"after",2022-02-08
"2940",2940,0,1,0,0,1,0,0,1,0,2,"after",2022-02-08
"2941",2941,0,0,0,0,0,0,0,0,0,0,"after",2022-02-08
"2942",2942,0,0,0,0,0,0,0,0,0,0,"after",2022-02-08
"2943",2943,0,0,0,1,0,1,0,1,2,1,"after",2022-02-08
"2944",2944,0,1,0,0,1,0,1,2,0,1,"after",2022-02-08
"2945",2945,1,1,1,0,2,0,0,2,1,3,"after",2022-02-08
"2946",2946,0,0,0,0,0,0,0,2,0,2,"after",2022-02-08
"2947",2947,1,0,1,0,0,1,0,2,3,5,"after",2022-02-08
"2948",2948,0,0,0,0,0,0,0,1,0,1,"after",2022-02-07
"2949",2949,0,1,0,1,0,0,0,3,0,3,"after",2022-02-07
"2950",2950,0,0,0,0,0,0,0,0,0,0,"after",2022-02-07
"2951",2951,0,0,0,0,0,0,0,0,0,1,"after",2022-02-07
"2952",2952,0,2,0,1,0,0,0,4,1,2,"after",2022-02-07
"2953",2953,0,0,0,0,1,0,0,1,0,1,"after",2022-02-07
"2954",2954,1,0,1,0,0,0,0,1,1,0,"after",2022-02-07
"2955",2955,0,0,0,0,0,0,0,0,0,0,"after",2022-02-07
"2956",2956,0,0,0,0,0,0,0,0,0,0,"after",2022-02-07
"2957",2957,1,0,1,0,1,1,1,2,1,2,"after",2022-02-07
"2958",2958,1,0,0,1,0,1,0,1,1,0,"after",2022-02-07
"2959",2959,0,0,0,0,0,0,0,0,0,0,"after",2022-02-07
"2960",2960,0,1,0,0,0,0,0,0,0,0,"after",2022-02-06
"2961",2961,0,2,0,0,2,0,1,2,0,3,"after",2022-02-06
"2962",2962,0,1,1,0,0,0,0,0,1,0,"after",2022-02-06
"2963",2963,0,1,0,0,1,0,1,0,0,3,"after",2022-02-06
"2964",2964,0,1,0,1,0,0,0,0,0,0,"after",2022-02-06
"2965",2965,0,2,0,1,0,0,0,1,0,0,"after",2022-02-06
"2966",2966,0,1,0,1,0,0,0,0,1,0,"after",2022-02-06
"2967",2967,0,0,0,0,0,0,0,1,0,1,"after",2022-02-06
"2968",2968,1,0,1,1,0,1,0,2,3,1,"after",2022-02-06
"2969",2969,0,0,0,0,0,0,0,0,0,0,"after",2022-02-06
"2970",2970,1,2,0,1,2,2,2,2,4,3,"after",2022-02-06
