"","X","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","assign","date"
"1",1,0,0,0,1,0,0,0,1,0,2,"before",2022-01-20
"2",2,1,1,1,1,1,1,0,1,2,2,"before",2022-01-20
"3",3,0,5,0,1,4,0,1,6,2,6,"before",2022-01-20
"4",4,0,0,0,0,0,0,0,0,0,0,"before",2022-01-20
"5",5,0,0,0,0,0,0,0,0,0,1,"before",2022-01-20
"6",6,0,0,0,0,0,0,0,0,0,0,"before",2022-01-20
"7",7,0,0,0,0,0,0,0,0,0,0,"before",2022-01-20
"8",8,1,1,0,0,1,1,1,1,1,2,"before",2022-01-20
"9",9,1,1,0,0,2,1,1,3,2,2,"before",2022-01-20
"10",10,2,1,1,2,1,2,1,2,2,3,"before",2022-01-19
"11",11,0,0,0,0,0,0,0,1,1,3,"before",2022-01-19
"12",12,0,0,0,0,0,0,0,0,0,0,"before",2022-01-19
"13",13,0,0,0,0,0,0,0,0,0,0,"before",2022-01-19
"14",14,0,0,0,0,0,0,0,0,0,0,"before",2022-01-19
"15",15,1,0,1,2,0,1,1,3,3,3,"before",2022-01-19
"16",16,0,0,0,0,0,0,0,1,0,0,"before",2022-01-19
"17",17,2,0,2,0,0,3,1,0,3,1,"before",2022-01-19
"18",18,0,2,0,0,1,1,0,4,1,4,"before",2022-01-19
"19",19,0,0,0,0,0,0,0,0,1,0,"before",2022-01-19
"20",20,2,1,1,1,1,1,1,4,2,2,"before",2022-01-19
"21",21,1,0,0,0,0,0,0,1,1,0,"before",2022-01-18
"22",22,0,2,0,3,0,1,0,0,2,0,"before",2022-01-18
"23",23,0,0,0,0,0,1,2,1,1,3,"before",2022-01-18
"24",24,1,2,0,0,2,1,1,3,1,2,"before",2022-01-18
"25",25,0,3,1,2,2,4,1,4,4,5,"before",2022-01-18
"26",26,2,0,2,2,0,4,1,1,4,0,"before",2022-01-18
"27",27,1,1,0,1,0,0,0,0,1,1,"before",2022-01-18
"28",28,0,1,0,1,1,2,1,2,2,2,"before",2022-01-17
"29",29,1,1,1,1,0,1,0,2,1,3,"before",2022-01-17
"30",30,1,1,0,0,0,1,0,1,2,2,"before",2022-01-17
"31",31,0,0,0,0,0,2,0,0,2,0,"before",2022-01-17
"32",32,2,0,1,0,0,2,0,1,5,1,"before",2022-01-17
"33",33,0,1,1,2,1,1,0,2,2,2,"before",2022-01-17
"34",34,0,0,0,2,0,0,0,2,1,2,"before",2022-01-17
"35",35,0,0,0,0,0,0,0,0,0,0,"before",2022-01-17
"36",36,0,0,0,0,0,0,0,0,0,0,"before",2022-01-17
"37",37,0,0,0,0,1,0,0,1,0,3,"before",2022-01-17
"38",38,1,0,1,2,1,2,0,1,3,1,"before",2022-01-17
"39",39,0,0,0,0,0,0,0,0,0,0,"before",2022-01-17
"40",40,0,0,1,1,0,1,0,1,3,1,"before",2022-01-17
"41",41,0,0,0,0,0,2,0,1,3,2,"before",2022-01-17
"42",42,0,0,0,0,0,0,0,0,0,0,"before",2022-01-17
"43",43,1,0,1,0,0,1,0,0,1,0,"before",2022-01-17
"44",44,0,0,1,1,0,1,0,1,1,1,"before",2022-01-16
"45",45,0,0,0,0,0,0,1,0,0,0,"before",2022-01-16
"46",46,1,0,1,1,2,1,0,5,1,5,"before",2022-01-16
"47",47,2,0,2,2,0,2,1,2,2,3,"before",2022-01-16
"48",48,2,2,1,2,2,1,2,2,2,2,"before",2022-01-16
"49",49,0,1,0,0,0,0,0,1,0,4,"before",2022-01-16
"50",50,0,0,0,0,1,0,1,0,0,1,"before",2022-01-16
"51",51,0,0,0,0,0,0,0,0,1,2,"before",2022-01-15
"52",52,0,0,0,0,0,0,0,0,0,0,"before",2022-01-15
"53",53,0,0,0,0,0,0,0,0,0,2,"before",2022-01-15
"54",54,0,2,0,1,2,0,0,2,0,2,"before",2022-01-15
"55",55,0,2,0,1,0,0,0,1,0,1,"before",2022-01-15
"56",56,0,0,0,0,0,0,0,0,0,0,"before",2022-01-15
"57",57,0,0,0,0,0,0,0,0,2,0,"before",2022-01-14
"58",58,0,0,0,0,0,0,0,0,0,0,"before",2022-01-14
"59",59,1,2,0,0,2,1,1,4,1,5,"before",2022-01-14
"60",60,1,1,0,0,1,1,1,1,1,1,"before",2022-01-14
"61",61,0,0,0,0,0,0,0,0,0,0,"before",2022-01-14
"62",62,0,0,0,0,0,0,0,1,1,1,"before",2022-01-14
"63",63,1,1,0,0,1,0,0,1,1,3,"before",2022-01-14
"64",64,0,1,0,0,0,1,0,0,1,0,"before",2022-01-14
"65",65,0,0,0,0,0,0,0,0,0,0,"before",2022-01-13
"66",66,0,0,0,0,0,0,0,0,0,0,"before",2022-01-13
"67",67,0,0,0,0,0,0,0,0,0,0,"before",2022-01-13
"68",68,1,0,0,1,0,0,0,3,3,4,"before",2022-01-13
"69",69,1,0,0,1,0,0,0,3,3,4,"before",2022-01-13
"70",70,1,0,0,1,0,0,0,3,3,4,"before",2022-01-13
"71",71,1,0,0,1,0,0,0,3,3,4,"before",2022-01-13
"72",72,1,0,0,1,0,0,0,3,3,4,"before",2022-01-13
"73",73,1,0,0,1,0,0,0,3,3,4,"before",2022-01-13
"74",74,1,0,0,1,0,0,0,3,3,4,"before",2022-01-13
"75",75,1,0,0,1,0,0,0,3,3,4,"before",2022-01-13
"76",76,1,0,0,1,0,0,0,3,3,4,"before",2022-01-13
"77",77,1,0,0,1,0,0,0,3,3,4,"before",2022-01-13
"78",78,1,0,0,1,0,0,0,3,3,4,"before",2022-01-13
"79",79,1,0,0,1,0,0,0,3,3,4,"before",2022-01-13
"80",80,1,0,0,1,0,0,0,3,3,4,"before",2022-01-13
"81",81,1,0,0,1,0,0,0,3,3,4,"before",2022-01-13
"82",82,1,0,0,1,0,0,0,3,3,4,"before",2022-01-13
"83",83,0,3,0,1,1,2,0,2,3,3,"before",2022-01-13
"84",84,2,0,0,1,0,0,0,3,4,4,"before",2022-01-13
"85",85,1,0,0,1,0,0,0,3,3,4,"before",2022-01-13
"86",86,1,0,0,1,0,0,0,3,3,4,"before",2022-01-13
"87",87,1,0,0,1,0,0,0,3,3,4,"before",2022-01-13
"88",88,0,0,0,0,0,0,0,0,0,0,"before",2022-01-13
"89",89,2,1,1,3,0,1,0,2,3,2,"before",2022-01-13
"90",90,0,0,0,0,0,0,0,0,0,0,"before",2022-01-13
"91",91,0,0,0,0,0,0,0,0,1,0,"before",2022-01-13
"92",92,0,0,0,0,0,0,0,0,0,0,"before",2022-01-13
"93",93,0,0,0,0,0,0,0,0,0,1,"before",2022-01-13
"94",94,1,0,1,0,1,1,1,1,0,2,"before",2022-01-12
"95",95,0,0,0,0,0,0,0,3,0,2,"before",2022-01-12
"96",96,1,0,1,1,0,1,1,0,1,0,"before",2022-01-12
"97",97,0,1,2,0,0,0,0,0,2,0,"before",2022-01-12
"98",98,1,1,1,1,1,1,1,2,1,2,"before",2022-01-12
"99",99,0,0,0,0,0,0,0,1,0,1,"before",2022-01-12
"100",100,1,1,0,3,0,1,0,1,4,2,"before",2022-01-12
"101",101,0,0,0,0,1,0,0,1,0,2,"before",2022-01-12
"102",102,1,0,1,1,0,1,0,0,1,0,"before",2022-01-12
"103",103,0,0,0,0,0,0,0,0,1,0,"before",2022-01-12
"104",104,0,0,1,2,0,1,0,0,1,0,"before",2022-01-11
"105",105,1,2,0,1,2,0,2,1,0,3,"before",2022-01-11
"106",106,0,0,0,0,0,1,0,0,1,0,"before",2022-01-11
"107",107,1,4,0,1,3,2,1,3,2,5,"before",2022-01-11
"108",108,0,0,0,1,0,1,0,0,1,1,"before",2022-01-11
"109",109,0,1,0,0,1,0,0,1,1,3,"before",2022-01-11
"110",110,2,0,1,2,0,1,0,0,2,0,"before",2022-01-11
"111",111,0,0,0,0,0,0,0,2,0,0,"before",2022-01-11
"112",112,2,1,1,2,1,0,1,0,2,2,"before",2022-01-11
"113",113,0,1,0,0,1,0,0,3,0,3,"before",2022-01-11
"114",114,3,2,0,1,1,1,3,1,4,2,"before",2022-01-11
"115",115,0,0,0,0,0,0,0,0,0,0,"before",2022-01-10
"116",116,1,0,1,1,0,1,0,0,1,0,"before",2022-01-10
"117",117,0,0,0,0,0,0,0,0,0,0,"before",2022-01-10
"118",118,1,1,1,2,1,0,0,1,2,1,"before",2022-01-10
"119",119,0,1,0,2,1,0,1,1,2,3,"before",2022-01-10
"120",120,0,1,0,1,0,0,0,4,0,2,"before",2022-01-09
"121",121,1,2,1,0,1,1,1,2,2,4,"before",2022-01-09
"122",122,3,1,1,3,1,2,1,1,4,1,"before",2022-01-09
"123",123,1,0,1,2,0,2,0,0,4,0,"before",2022-01-09
"124",124,2,1,1,2,0,0,0,2,1,3,"before",2022-01-08
"125",125,1,1,1,0,1,0,1,1,1,2,"before",2022-01-08
"126",126,2,2,1,3,0,3,1,1,3,1,"before",2022-01-08
"127",127,1,1,2,1,1,2,1,1,3,2,"before",2022-01-08
"128",128,1,1,1,2,1,2,1,1,3,1,"before",2022-01-08
"129",129,1,0,1,2,1,3,0,1,5,1,"before",2022-01-08
"130",130,0,0,0,0,0,0,0,0,0,0,"before",2022-01-08
"131",131,0,1,0,1,1,0,1,1,1,1,"before",2022-01-08
"132",132,0,0,0,1,1,2,0,1,3,1,"before",2022-01-08
"133",133,1,1,1,1,0,1,0,1,2,1,"before",2022-01-08
"134",134,0,1,0,1,0,0,0,1,2,1,"before",2022-01-07
"135",135,0,0,1,0,0,0,0,1,1,1,"before",2022-01-07
"136",136,1,2,0,0,2,1,1,3,1,3,"before",2022-01-07
"137",137,0,0,0,0,0,0,0,0,0,0,"before",2022-01-07
"138",138,0,0,0,0,1,0,0,1,0,1,"before",2022-01-07
"139",139,1,0,0,0,0,0,0,2,3,2,"before",2022-01-07
"140",140,2,0,2,4,0,2,0,1,5,3,"before",2022-01-07
"141",141,1,0,1,1,0,1,0,1,1,0,"before",2022-01-07
"142",142,1,0,1,1,0,0,0,0,1,0,"before",2022-01-07
"143",143,2,0,1,2,1,3,1,1,4,1,"before",2022-01-07
"144",144,1,0,1,2,0,2,1,0,2,0,"before",2022-01-07
"145",145,0,0,0,0,0,0,0,0,1,0,"before",2022-01-07
"146",146,0,0,0,0,0,0,0,0,0,0,"before",2022-01-07
"147",147,1,1,1,1,1,0,1,1,1,1,"before",2022-01-07
"148",148,1,0,0,2,0,1,0,1,1,0,"before",2022-01-07
"149",149,1,0,0,0,0,0,0,2,0,2,"before",2022-01-07
"150",150,0,0,0,1,0,0,0,2,0,1,"before",2022-01-07
"151",151,0,1,0,1,0,1,0,2,1,1,"before",2022-01-07
"152",152,0,2,0,1,0,1,0,0,1,1,"before",2022-01-07
"153",153,1,0,1,0,0,0,0,0,1,0,"before",2022-01-07
"154",154,0,0,0,0,0,0,0,0,2,0,"before",2022-01-07
"155",155,1,0,0,1,0,0,0,1,1,0,"before",2022-01-06
"156",156,0,0,0,0,0,0,0,1,0,1,"before",2022-01-06
"157",157,0,0,0,0,0,0,0,0,0,0,"before",2022-01-06
"158",158,0,0,0,0,0,0,0,0,0,0,"before",2022-01-06
"159",159,0,0,0,0,0,0,0,1,0,1,"before",2022-01-06
"160",160,0,0,0,0,0,0,0,0,0,0,"before",2022-01-06
"161",161,0,0,0,0,0,0,0,1,0,1,"before",2022-01-06
"162",162,0,0,0,0,0,0,0,0,0,0,"before",2022-01-06
"163",163,0,0,0,0,0,0,0,0,0,0,"before",2022-01-05
"164",164,0,1,0,0,1,0,0,0,0,1,"before",2022-01-05
"165",165,0,0,0,0,0,0,0,1,1,1,"before",2022-01-05
"166",166,0,0,0,0,0,0,0,0,0,0,"before",2022-01-05
"167",167,1,1,0,0,1,1,1,1,1,2,"before",2022-01-05
"168",168,0,0,0,0,0,0,0,0,0,0,"before",2022-01-05
"169",169,0,0,0,0,0,0,0,1,0,1,"before",2022-01-05
"170",170,0,1,0,0,0,0,0,1,0,1,"before",2022-01-05
"171",171,0,1,0,0,0,0,0,0,0,0,"before",2022-01-05
"172",172,0,1,0,0,1,0,1,1,1,2,"before",2022-01-05
"173",173,0,0,0,0,0,0,0,0,0,0,"before",2022-01-05
"174",174,0,0,0,0,0,0,0,0,0,0,"before",2022-01-05
"175",175,0,0,0,0,0,0,0,0,0,0,"before",2022-01-04
"176",176,0,0,0,0,1,0,0,0,0,1,"before",2022-01-04
"177",177,0,0,0,0,0,0,0,0,0,0,"before",2022-01-04
"178",178,0,0,0,0,0,1,0,0,2,0,"before",2022-01-04
"179",179,0,0,0,0,0,0,0,0,0,0,"before",2022-01-03
"180",180,0,0,1,0,0,0,0,0,2,0,"before",2022-01-03
"181",181,0,2,0,0,0,0,0,1,0,1,"before",2022-01-03
"182",182,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"183",183,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"184",184,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"185",185,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"186",186,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"187",187,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"188",188,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"189",189,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"190",190,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"191",191,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"192",192,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"193",193,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"194",194,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"195",195,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"196",196,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"197",197,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"198",198,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"199",199,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"200",200,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"201",201,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"202",202,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"203",203,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"204",204,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"205",205,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"206",206,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"207",207,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"208",208,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"209",209,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"210",210,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"211",211,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"212",212,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"213",213,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"214",214,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"215",215,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"216",216,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"217",217,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"218",218,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"219",219,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"220",220,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"221",221,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"222",222,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"223",223,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"224",224,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"225",225,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"226",226,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"227",227,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"228",228,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"229",229,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"230",230,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"231",231,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"232",232,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"233",233,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"234",234,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"235",235,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"236",236,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"237",237,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"238",238,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"239",239,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"240",240,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"241",241,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"242",242,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"243",243,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"244",244,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"245",245,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"246",246,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"247",247,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"248",248,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"249",249,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"250",250,0,1,0,0,1,0,0,1,0,1,"before",2022-01-02
"251",251,0,1,0,0,1,0,0,1,0,1,"before",2022-01-02
"252",252,0,0,0,0,0,0,0,0,0,0,"before",2022-01-02
"253",253,4,1,1,1,2,1,1,2,3,2,"before",2022-01-02
"254",254,2,2,2,2,1,1,0,2,3,3,"before",2022-01-02
"255",255,0,1,0,0,1,0,1,1,0,1,"before",2022-01-02
"256",256,1,0,2,1,0,2,0,1,4,2,"before",2022-01-02
"257",257,1,1,0,0,1,2,1,1,2,2,"before",2022-01-02
"258",258,0,2,0,0,1,0,0,2,2,3,"before",2022-01-02
"259",259,0,3,0,0,3,1,0,4,1,3,"before",2022-01-02
"260",260,0,0,0,0,0,0,0,1,0,2,"before",2022-01-02
"261",261,2,2,1,0,2,1,2,3,4,4,"before",2022-01-02
"262",262,0,1,1,3,0,2,0,0,4,0,"before",2022-01-02
"263",263,0,3,0,1,3,0,0,3,0,3,"before",2022-01-01
"264",264,0,1,0,2,1,0,0,1,1,2,"before",2022-01-01
"265",265,0,2,0,0,1,1,0,1,2,1,"before",2022-01-01
"266",266,0,0,0,0,0,0,0,0,0,0,"before",2022-01-01
"267",267,0,0,0,0,0,0,0,0,0,0,"before",2022-01-01
"268",268,0,0,0,0,0,0,0,0,0,0,"before",2021-12-31
"269",269,0,2,0,2,1,2,1,1,6,2,"before",2021-12-31
"270",270,0,2,1,2,1,2,2,2,2,2,"before",2021-12-31
"271",271,0,0,0,0,0,0,0,0,0,0,"before",2021-12-31
"272",272,1,1,0,2,1,1,0,2,3,2,"before",2021-12-31
"273",273,0,0,0,0,0,0,1,1,1,1,"before",2021-12-30
"274",274,1,0,0,0,0,0,0,2,2,4,"before",2021-12-30
"275",275,1,2,0,0,2,1,2,1,1,2,"before",2021-12-30
"276",276,1,0,1,1,0,1,0,2,1,1,"before",2021-12-30
"277",277,0,0,0,0,0,0,0,0,0,0,"before",2021-12-30
"278",278,0,0,1,0,0,3,0,1,2,1,"before",2021-12-30
"279",279,0,2,1,0,1,0,1,3,2,3,"before",2021-12-30
"280",280,0,0,0,0,0,0,0,0,0,0,"before",2021-12-29
"281",281,1,2,0,1,2,1,1,2,2,3,"before",2021-12-29
"282",282,0,0,0,0,0,0,0,0,0,0,"before",2021-12-29
"283",283,1,1,0,1,1,0,0,2,2,1,"before",2021-12-29
"284",284,2,4,1,2,3,2,2,4,2,6,"before",2021-12-28
"285",285,1,1,0,0,1,1,1,2,2,1,"before",2021-12-28
"286",286,1,1,0,1,0,1,0,1,1,1,"before",2021-12-28
"287",287,0,0,0,0,0,0,0,0,0,0,"before",2021-12-28
"288",288,0,0,0,0,0,0,0,1,1,1,"before",2021-12-28
"289",289,0,0,0,0,0,0,0,0,0,0,"before",2021-12-28
"290",290,0,0,0,0,0,0,0,1,0,0,"before",2021-12-28
"291",291,0,1,0,0,1,1,0,3,1,3,"before",2021-12-27
"292",292,0,0,0,0,0,0,0,0,0,0,"before",2021-12-27
"293",293,0,0,0,0,0,0,0,0,0,0,"before",2021-12-27
"294",294,0,1,0,1,1,1,1,2,2,1,"before",2021-12-27
"295",295,0,0,0,1,0,1,0,0,1,0,"before",2021-12-27
"296",296,0,0,0,0,0,0,0,0,0,0,"before",2021-12-27
"297",297,1,2,1,0,3,0,1,2,3,5,"before",2021-12-27
"298",298,0,0,0,0,0,0,0,0,1,0,"before",2021-12-26
"299",299,0,0,0,0,0,0,0,0,0,0,"before",2021-12-26
"300",300,0,1,0,0,1,0,0,2,0,2,"before",2021-12-26
"301",301,0,1,0,0,0,0,0,1,0,1,"before",2021-12-26
"302",302,1,2,1,1,0,1,0,2,3,3,"before",2021-12-26
"303",303,0,3,1,1,0,0,0,4,1,0,"before",2021-12-26
"304",304,1,3,1,2,2,1,0,2,3,5,"before",2021-12-26
"305",305,0,0,0,0,0,0,0,0,0,0,"before",2021-12-26
"306",306,2,1,2,3,0,1,0,3,3,3,"before",2021-12-26
"307",307,0,1,0,0,0,0,1,0,0,0,"before",2021-12-26
"308",308,1,1,0,1,2,2,1,4,2,4,"before",2021-12-26
"309",309,0,0,0,0,0,0,0,0,0,0,"before",2021-12-26
"310",310,1,3,1,1,2,1,2,2,2,3,"before",2021-12-26
"311",311,0,0,0,0,0,0,0,1,0,1,"before",2021-12-25
"312",312,0,0,0,0,0,0,0,1,0,1,"before",2021-12-25
"313",313,0,0,0,0,0,0,0,1,0,3,"before",2021-12-25
"314",314,0,1,0,0,1,0,0,2,0,3,"before",2021-12-25
"315",315,0,0,0,0,0,0,0,1,0,1,"before",2021-12-25
"316",316,1,1,0,0,0,0,0,0,2,0,"before",2021-12-25
"317",317,0,5,1,1,5,0,2,6,1,7,"before",2021-12-25
"318",318,0,0,0,0,1,0,0,1,0,1,"before",2021-12-25
"319",319,0,0,0,1,0,0,1,2,1,1,"before",2021-12-25
"320",320,0,1,0,0,3,0,1,1,0,5,"before",2021-12-24
"321",321,0,0,0,0,1,0,0,1,0,1,"before",2021-12-24
"322",322,0,0,0,0,0,0,0,0,1,0,"before",2021-12-24
"323",323,0,0,0,0,0,0,0,1,0,1,"before",2021-12-24
"324",324,0,1,0,0,1,0,1,3,0,2,"before",2021-12-24
"325",325,0,1,0,0,0,0,0,2,0,1,"before",2021-12-24
"326",326,0,0,0,0,0,0,0,0,1,0,"before",2021-12-23
"327",327,0,1,0,1,1,0,0,1,1,2,"before",2021-12-23
"328",328,2,1,0,0,1,1,1,1,2,2,"before",2021-12-23
"329",329,0,1,0,0,2,0,0,2,0,3,"before",2021-12-23
"330",330,0,0,0,1,0,0,0,0,1,1,"before",2021-12-23
"331",331,0,0,0,0,0,0,0,1,1,0,"before",2021-12-23
"332",332,1,1,0,0,1,1,1,2,1,4,"before",2021-12-23
"333",333,0,0,0,1,0,1,0,1,1,3,"before",2021-12-23
"334",334,0,1,0,0,0,1,0,0,1,1,"before",2021-12-23
"335",335,0,3,0,0,4,0,0,5,0,5,"before",2021-12-23
"336",336,0,1,0,0,0,0,0,0,0,0,"before",2021-12-23
"337",337,0,0,0,0,0,0,0,0,0,1,"before",2021-12-23
"338",338,0,1,0,0,1,0,0,1,0,3,"before",2021-12-23
"339",339,0,1,0,0,1,0,1,1,0,2,"before",2021-12-23
"340",340,1,1,0,2,1,0,1,2,2,3,"before",2021-12-23
"341",341,0,1,0,0,1,0,0,2,0,2,"before",2021-12-23
"342",342,2,0,1,1,0,1,1,0,2,0,"before",2021-12-23
"343",343,0,0,0,1,0,0,0,0,3,2,"before",2021-12-22
"344",344,0,2,0,1,3,0,0,2,0,3,"before",2021-12-22
"345",345,1,1,1,0,0,0,0,0,2,0,"before",2021-12-22
"346",346,0,1,0,0,1,0,0,1,0,3,"before",2021-12-22
"347",347,0,0,0,0,0,0,0,1,0,1,"before",2021-12-22
"348",348,0,5,1,3,5,1,2,7,1,8,"before",2021-12-22
"349",349,0,0,0,0,0,0,0,0,0,0,"before",2021-12-22
"350",350,0,1,0,0,0,0,0,0,0,0,"before",2021-12-22
"351",351,0,1,0,0,3,0,0,4,0,4,"before",2021-12-22
"352",352,0,0,0,0,0,0,0,1,0,0,"before",2021-12-22
"353",353,0,0,0,0,0,0,0,1,0,0,"before",2021-12-22
"354",354,0,1,0,1,2,0,1,2,0,2,"before",2021-12-22
"355",355,0,0,0,0,0,0,0,0,0,0,"before",2021-12-22
"356",356,1,1,0,0,1,1,1,1,1,2,"before",2021-12-21
"357",357,2,0,0,2,1,0,0,1,3,2,"before",2021-12-21
"358",358,0,0,0,0,0,0,0,0,0,0,"before",2021-12-21
"359",359,0,0,0,0,0,0,0,1,0,0,"before",2021-12-21
"360",360,0,1,0,0,2,0,1,1,0,2,"before",2021-12-21
"361",361,1,0,1,0,0,0,0,1,1,0,"before",2021-12-20
"362",362,0,0,0,0,0,0,0,1,1,1,"before",2021-12-20
"363",363,1,0,1,1,2,3,0,3,2,5,"before",2021-12-20
"364",364,0,0,0,0,0,0,0,2,0,3,"before",2021-12-20
"365",365,0,0,0,0,0,0,0,0,0,0,"before",2021-12-20
"366",366,1,1,0,1,1,0,0,1,0,2,"before",2021-12-20
"367",367,2,1,0,2,0,2,0,0,2,0,"before",2021-12-20
"368",368,0,1,0,0,1,0,1,2,0,2,"before",2021-12-20
"369",369,1,1,0,1,1,0,0,1,0,1,"before",2021-12-20
"370",370,0,0,0,0,0,0,0,1,0,1,"before",2021-12-20
"371",371,0,1,0,0,0,0,0,0,0,1,"before",2021-12-19
"372",372,1,1,0,0,1,1,0,1,1,2,"before",2021-12-19
"373",373,0,1,0,0,2,0,1,2,0,4,"before",2021-12-19
"374",374,0,0,0,1,0,0,0,0,1,1,"before",2021-12-19
"375",375,0,1,0,0,0,0,0,1,2,2,"before",2021-12-18
"376",376,3,0,1,1,0,1,0,0,3,0,"before",2021-12-18
"377",377,1,1,1,2,1,1,0,2,1,1,"before",2021-12-17
"378",378,0,3,0,0,1,1,0,3,1,3,"before",2021-12-17
"379",379,1,3,0,1,1,1,1,1,2,1,"before",2021-12-17
"380",380,0,0,0,0,0,0,0,1,0,0,"before",2021-12-17
"381",381,0,1,0,1,1,0,1,0,1,3,"before",2021-12-17
"382",382,0,0,0,0,0,1,0,0,1,0,"before",2021-12-17
"383",383,0,2,0,0,0,0,0,2,0,2,"before",2021-12-17
"384",384,0,0,0,0,0,0,0,0,0,0,"before",2021-12-17
"385",385,0,0,0,0,0,0,0,0,0,0,"before",2021-12-17
"386",386,0,1,0,0,0,0,0,1,0,1,"before",2021-12-17
"387",387,0,0,0,1,0,1,0,1,2,2,"before",2021-12-17
"388",388,2,1,1,2,3,1,1,6,1,8,"before",2021-12-17
"389",389,0,0,0,0,0,0,0,0,0,0,"before",2021-12-17
"390",390,0,0,0,0,0,0,0,1,0,0,"before",2021-12-17
"391",391,0,0,0,0,0,0,0,0,0,0,"before",2021-12-17
"392",392,0,0,1,1,1,1,1,1,1,2,"before",2021-12-17
"393",393,0,0,0,0,0,0,0,0,0,0,"before",2021-12-17
"394",394,0,0,0,0,0,0,0,1,0,1,"before",2021-12-16
"395",395,0,0,0,0,0,0,0,0,0,1,"before",2021-12-16
"396",396,1,1,0,0,0,0,0,1,2,2,"before",2021-12-16
"397",397,0,1,0,0,1,1,0,1,1,1,"before",2021-12-16
"398",398,0,0,1,1,0,0,0,0,1,0,"before",2021-12-16
